trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
195,False,"{'a': 0.2, 'e': 0.024999999999999183}",20,1,13.076395702779095,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.01999999999999918}",30,6,37.375798137816815,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.01499999999999918}",20,10,16.296062193221225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.00999999999999918}",25,17,14.496999883467918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,21,15.546070854252912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,6,16.8344810732932,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,12,32.875287343539114,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,16.11308077124569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,24.346353435248787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,7,-9.660836779447996,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",30,0,45.880738559250304,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,11,29.542618270105912,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,14.458855469948325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,7,28.212723333351313,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,0,16.497576972388764,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,5,12.034559800175494,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,8,22.39898492941713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,5,3.6116645456542598,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
15,True,"{'a': 0, 'e': 0}",25,15,-37.250766312303604,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
16,True,"{'a': 0, 'e': 0}",25,13,19.994283043349082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,5,29.60972977798118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,6,28.37227669295013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,5,25.99202850565125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,0,29.23876876425924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
